,STATUS,SOC_NAME,POSITION_TYPE,WAGE,YEAR,REGION
476,CERTIFIED,Technical,Y,48110,2011, MID WEST
477,CERTIFIED,Technical,N,54600,2011, NORTH EAST
478,CERTIFIED,Technical,Y,51355,2011, SOUTH
479,CERTIFIED,Technical,Y,57221,2011,SOUTH
480,CERTIFIED,Technical,Y,49878,2011, SOUTH
481,CERTIFIED,Technical,Y,77792,2011, NORTH EAST
482,CERTIFIED,Technical,Y,76274,2011, NORTH EAST
483,CERTIFIED,Technical,Y,69742,2011, SOUTH
484,CERTIFIED,Technical,Y,49358,2011, SOUTH
485,CERTIFIED,Technical,Y,54246,2011, NORTH EAST
486,CERTIFIED,Technical,Y,44803,2011, SOUTH
487,CERTIFIED,Technical,Y,41246,2011, MID WEST
488,CERTIFIED,Technical,Y,49462,2011, WEST
489,CERTIFIED,Technical,Y,103584,2011, WEST
490,DENIED,Technical,Y,55058,2011,SOUTH
491,CERTIFIED,Technical,Y,48464,2011, SOUTH
492,CERTIFIED,Technical,Y,56056,2011, NORTH EAST
493,CERTIFIED,Technical,Y,63803,2011, SOUTH
494,CERTIFIED,Technical,Y,38314,2011, SOUTH
495,CERTIFIED,Technical,Y,77300,2011, WEST
496,CERTIFIED,Technical,Y,85571,2011, WEST
497,CERTIFIED,Technical,Y,56909,2011, WEST
498,CERTIFIED,Technical,Y,40684.8,2011, SOUTH
499,CERTIFIED,Technical,Y,69472,2011, SOUTH
500,CERTIFIED,Technical,Y,65541,2011, WEST
501,CERTIFIED,Technical,Y,38293,2011, NORTH EAST
502,CERTIFIED,Technical,Y,103750,2011, NORTH EAST
503,DENIED,Technical,N,62566.4,2011, NORTH EAST
504,DENIED,Technical,Y,31200,2011, NORTH EAST
505,CERTIFIED,Technical,Y,56451.2,2011, SOUTH
506,CERTIFIED,Technical,Y,168418,2011, NORTH EAST
507,CERTIFIED,Technical,Y,59363,2011, MID WEST
508,CERTIFIED,Technical,Y,56264,2011, NORTH EAST
509,CERTIFIED,Technical,Y,67883,2011, MID WEST
510,CERTIFIED,Technical,Y,49754,2011, MID WEST
511,CERTIFIED,Technical,Y,37336,2011, NORTH EAST
512,CERTIFIED,Technical,Y,67101,2011, MID WEST
513,CERTIFIED,Technical,Y,52166,2011, MID WEST
514,CERTIFIED,Technical,Y,43472,2011, SOUTH
515,CERTIFIED,Technical,Y,53331,2011, SOUTH
516,CERTIFIED,Technical,Y,57720,2011, SOUTH
517,DENIED,Technical,Y,35984,2011, NORTH EAST
518,CERTIFIED,Technical,Y,74422,2011, NORTH EAST
519,CERTIFIED,Technical,Y,38293,2011, SOUTH
520,CERTIFIED,Technical,Y,54808,2011, SOUTH
521,CERTIFIED,Technical,Y,55619,2011, WEST
522,CERTIFIED,Technical,Y,55348.8,2011, NORTH EAST
523,DENIED,Technical,Y,67787.2,2011, SOUTH
524,CERTIFIED,Technical,Y,73757,2011,SOUTH
525,CERTIFIED,Technical,Y,64459.2,2011, NORTH EAST
526,CERTIFIED,Technical,Y,71768,2011, SOUTH
527,CERTIFIED,Technical,Y,48672,2011, MID WEST
528,CERTIFIED,Technical,Y,93413,2011, SOUTH
529,CERTIFIED,Technical,Y,83699,2011, WEST
530,CERTIFIED,Technical,Y,38522,2011, SOUTH
531,DENIED,Technical,Y,60757,2011, WEST
532,CERTIFIED,Technical,Y,37336,2011, SOUTH
533,CERTIFIED,Technical,Y,77709,2011, WEST
534,DENIED,Technical,Y,51875.2,2011, WEST
535,CERTIFIED,Technical,Y,59218,2011, NORTH EAST
536,DENIED,Technical,N,37627.2,2011, SOUTH
537,DENIED,Technical,N,41641.6,2011, NORTH EAST
538,CERTIFIED,Technical,Y,99653,2011, WEST
539,CERTIFIED,Technical,Y,52478,2011, NORTH EAST
540,CERTIFIED,Technical,N,55348.8,2011, NORTH EAST
541,CERTIFIED,Technical,Y,78770,2011, SOUTH
542,CERTIFIED,Technical,Y,57637,2011, SOUTH
543,CERTIFIED,Technical,Y,77300,2011, WEST
544,CERTIFIED,Technical,Y,52458,2011, MID WEST
545,CERTIFIED,Technical,Y,49358,2011, SOUTH
546,CERTIFIED,Technical,Y,133078,2011, WEST
547,CERTIFIED,Technical,Y,48797,2011, SOUTH
548,CERTIFIED,Technical,Y,77300,2011, WEST
549,CERTIFIED,Technical,Y,62816,2011, SOUTH
550,DENIED,Technical,Y,28184,2011, SOUTH
551,CERTIFIED,Technical,Y,57782,2011, WEST
552,CERTIFIED,Technical,N,43035.2,2011, NORTH EAST
553,CERTIFIED,Technical,Y,73757,2011,SOUTH
554,CERTIFIED,Technical,Y,74630.4,2011, MID WEST
555,CERTIFIED,Technical,Y,57907,2011, MID WEST
556,CERTIFIED,Technical,Y,44325,2011, SOUTH
557,CERTIFIED,Technical,Y,51854,2011, SOUTH
558,CERTIFIED,Technical,Y,70470,2011, SOUTH
559,CERTIFIED,Technical,Y,72800,2011, NORTH EAST
560,CERTIFIED,Technical,Y,51000,2011, NORTH EAST
561,CERTIFIED,Technical,Y,89939,2011, NORTH EAST
562,CERTIFIED,Technical,Y,71011,2011, NORTH EAST
563,CERTIFIED,Technical,Y,74422,2011, NORTH EAST
564,CERTIFIED,Technical,N,45760,2011, MID WEST
565,CERTIFIED,Technical,Y,48589,2011, SOUTH
566,CERTIFIED,Technical,Y,105456,2011, NORTH EAST
567,DENIED,Technical,Y,61526,2011, NORTH EAST
568,CERTIFIED,Technical,Y,100755,2011, WEST
569,CERTIFIED,Technical,Y,77106,2011, SOUTH
570,CERTIFIED,Technical,Y,24419,2011, NORTH EAST
571,CERTIFIED,Technical,Y,57179,2011, NORTH EAST
572,CERTIFIED,Technical,Y,57886,2011, WEST
573,DENIED,Technical,Y,65042,2011, WEST
574,CERTIFIED,Technical,Y,84988.8,2011, WEST
575,CERTIFIED,Technical,Y,46155,2011, WEST
576,CERTIFIED,Technical,Y,49130,2011, MID WEST
577,DENIED,Technical,Y,37690,2011, WEST
578,CERTIFIED,Technical,Y,40061,2011, SOUTH
579,CERTIFIED,Technical,Y,44075,2011, WEST
580,CERTIFIED,Technical,Y,101629,2011, NORTH EAST
581,DENIED,Technical,Y,57803,2011, SOUTH
582,CERTIFIED,Technical,Y,67413,2011, SOUTH
583,CERTIFIED,Technical,Y,51979,2011, SOUTH
584,DENIED,Technical,Y,66019,2011, WEST
585,CERTIFIED,Technical,Y,36816,2011, NORTH EAST
586,CERTIFIED,Technical,Y,55245,2011, NORTH EAST
587,CERTIFIED,Technical,Y,86674,2011, WEST
588,CERTIFIED,Technical,Y,81557,2011, MID WEST
589,CERTIFIED,Technical,Y,122803,2011, SOUTH
590,CERTIFIED,Technical,Y,63876.8,2011, SOUTH
591,CERTIFIED,Technical,Y,63066,2011, NORTH EAST
592,CERTIFIED,Technical,Y,40940.04,2011, SOUTH
593,CERTIFIED,Technical,Y,49358,2011, SOUTH
594,CERTIFIED,Technical,Y,82181,2011, NORTH EAST
595,CERTIFIED,Technical,Y,65021,2011, SOUTH
596,CERTIFIED,Technical,Y,57907,2011, MID WEST
597,CERTIFIED,Technical,Y,83949,2011, SOUTH
598,CERTIFIED,Technical,Y,53477,2011, NORTH EAST
599,CERTIFIED,Technical,Y,93440,2011, WEST
600,CERTIFIED,Technical,Y,56555,2011, NORTH EAST
601,CERTIFIED,Technical,Y,128336,2011, NORTH EAST
602,CERTIFIED,Technical,Y,92290,2011, WEST
603,CERTIFIED,Technical,Y,34882,2011, NORTH EAST
604,CERTIFIED,Technical,Y,72000,2011, WEST
605,CERTIFIED,Technical,Y,44699,2011, MID WEST
606,CERTIFIED,Technical,N,19427.2,2011, WEST
607,CERTIFIED,Technical,Y,62088,2011, WEST
608,DENIED,Technical,Y,108826,2011, NORTH EAST
609,CERTIFIED,Technical,N,63544,2011, SOUTH
610,CERTIFIED,Technical,Y,64459.2,2011, NORTH EAST
611,DENIED,Technical,Y,67184,2011, NORTH EAST
612,CERTIFIED,Technical,Y,48048,2011, MID WEST
613,CERTIFIED,Technical,Y,69805,2011, MID WEST
614,CERTIFIED,Technical,Y,36795,2011, SOUTH
615,DENIED,Technical,Y,44810,2011, SOUTH
616,CERTIFIED,Technical,Y,86528,2011, MID WEST
617,CERTIFIED,Technical,Y,60174,2011, SOUTH
618,CERTIFIED,Technical,Y,58843,2011, MID WEST
619,CERTIFIED,Technical,Y,54766,2011, SOUTH
620,CERTIFIED,Technical,Y,87090,2011, WEST
621,CERTIFIED,Technical,Y,90000,2011, SOUTH
622,CERTIFIED,Technical,Y,50398,2011, NORTH EAST
623,DENIED,Technical,Y,85529.6,2011, NORTH EAST
624,CERTIFIED,Technical,Y,53934,2011, SOUTH
625,CERTIFIED,Technical,Y,95784,2011, SOUTH
626,CERTIFIED,Technical,Y,56513.6,2011, MID WEST
627,CERTIFIED,Technical,Y,89232,2011, WEST
628,CERTIFIED,Technical,Y,78104,2011, SOUTH
629,CERTIFIED,Technical,Y,57179,2011, MID WEST
630,CERTIFIED,Technical,Y,100090,2011, SOUTH
631,CERTIFIED,Technical,Y,143500,2011, MID WEST
632,CERTIFIED,Technical,Y,57054,2011, MID WEST
633,CERTIFIED,Technical,Y,76128,2011, WEST
634,CERTIFIED,Technical,Y,107723,2011, WEST
635,CERTIFIED,Technical,Y,75608,2011, NORTH EAST
636,CERTIFIED,Technical,Y,102419,2011, NORTH EAST
637,CERTIFIED,Technical,Y,124155,2011, NORTH EAST
638,CERTIFIED,Technical,Y,50357,2011, SOUTH
639,CERTIFIED,Technical,Y,126942,2011, MID WEST
640,CERTIFIED,Technical,Y,117000,2011, NORTH EAST
641,DENIED,Technical,Y,44810,2011, SOUTH
642,CERTIFIED,Technical,Y,105372,2011, WEST
643,CERTIFIED,Technical,Y,77210,2011, WEST
644,CERTIFIED,Technical,Y,67101,2011, MID WEST
645,CERTIFIED,Technical,Y,112923,2011, WEST
646,CERTIFIED,Technical,Y,99882,2011, SOUTH
647,CERTIFIED,Technical,Y,48672,2011, MID WEST
648,CERTIFIED,Technical,Y,65333,2011, MID WEST
649,CERTIFIED,Technical,Y,98654,2011, WEST
650,CERTIFIED,Technical,Y,42744,2011, SOUTH
651,CERTIFIED,Technical,Y,56763.2,2011, SOUTH
652,CERTIFIED,Technical,Y,49130,2011, MID WEST
653,CERTIFIED,Technical,Y,55744,2011, NORTH EAST
654,DENIED,Technical,Y,58906,2011, NORTH EAST
655,CERTIFIED,Technical,Y,48131,2011, SOUTH
656,CERTIFIED,Technical,Y,58822,2011, SOUTH
657,CERTIFIED,Technical,Y,106746,2011, WEST
658,CERTIFIED,Technical,Y,67101,2011, MID WEST
659,CERTIFIED,Technical,Y,94827,2011, WEST
660,CERTIFIED,Technical,N,53206.4,2011, NORTH EAST
661,CERTIFIED,Technical,Y,113859,2011, NORTH EAST
662,CERTIFIED,Technical,Y,59280,2011, NORTH EAST
663,CERTIFIED,Technical,Y,46280,2011, SOUTH
664,DENIED,Technical,Y,45448,2011, SOUTH
665,DENIED,Technical,Y,185890,2011, WEST
666,CERTIFIED,Technical,Y,37939.2,2011, SOUTH
667,CERTIFIED,Technical,Y,52478,2011, NORTH EAST
668,CERTIFIED,Technical,Y,57600,2011, NORTH EAST
669,CERTIFIED,Technical,Y,103930,2011, WEST
670,CERTIFIED,Technical,Y,51979,2011, SOUTH
671,CERTIFIED,Technical,Y,58219.2,2011, SOUTH
672,CERTIFIED,Technical,Y,74422,2011, WEST
673,CERTIFIED,Technical,Y,46280,2011, SOUTH
674,CERTIFIED,Technical,Y,48651,2011,SOUTH
675,CERTIFIED,Technical,Y,87443,2011, SOUTH
676,CERTIFIED,Technical,Y,58800,2011, MID WEST
677,CERTIFIED,Technical,Y,67101,2011, MID WEST
678,CERTIFIED,Technical,Y,94078,2011, NORTH EAST
679,CERTIFIED,Technical,Y,86486,2011, SOUTH
680,DENIED,Technical,Y,44696,2011, WEST
681,CERTIFIED,Technical,Y,51293,2011, SOUTH
682,CERTIFIED,Technical,Y,61506,2011, WEST
683,CERTIFIED,Technical,Y,67101,2011, MID WEST
684,CERTIFIED,Technical,Y,55245,2011, NORTH EAST
685,CERTIFIED,Technical,Y,66934,2011, WEST
686,CERTIFIED,Technical,Y,37898,2011, WEST
687,CERTIFIED,Technical,Y,60403,2011, NORTH EAST
688,CERTIFIED,Technical,Y,74027,2011, WEST
689,CERTIFIED,Technical,Y,56950,2011, NORTH EAST
690,CERTIFIED,Technical,Y,123748,2011, WEST
691,CERTIFIED,Technical,Y,37315,2011, MID WEST
692,CERTIFIED,Technical,Y,74693,2011, MID WEST
693,CERTIFIED,Technical,Y,66644,2011, NORTH EAST
694,CERTIFIED,Technical,Y,32667,2011, SOUTH
695,CERTIFIED,Technical,Y,57886,2011, WEST
696,CERTIFIED,Technical,Y,73528,2011, SOUTH
697,CERTIFIED,Technical,N,48089.6,2011, NORTH EAST
698,CERTIFIED,Technical,Y,53102,2011, NORTH EAST
699,CERTIFIED,Technical,Y,32323,2011, WEST
700,CERTIFIED,Technical,Y,36504,2011, WEST
701,CERTIFIED,Technical,Y,52478,2011, NORTH EAST
702,CERTIFIED,Technical,Y,65894,2011, SOUTH
703,CERTIFIED,Technical,Y,42640,2011, NORTH EAST
704,CERTIFIED,Technical,Y,35547.2,2011, SOUTH
705,CERTIFIED,Technical,Y,66810,2011, MID WEST
706,CERTIFIED,Technical,Y,58053,2011, NORTH EAST
707,CERTIFIED,Technical,Y,68370,2011, MID WEST
708,CERTIFIED,Technical,Y,90314,2011, WEST
709,DENIED,Technical,Y,67454,2011, SOUTH
710,CERTIFIED,Technical,Y,38355,2011, SOUTH
711,CERTIFIED,Technical,Y,113443,2011, WEST
712,DENIED,Technical,Y,69638,2011, WEST
713,CERTIFIED,Technical,Y,64022,2011, SOUTH
714,DENIED,Technical,Y,128107,2011, WEST
715,CERTIFIED,Technical,Y,56257,2011, WEST
716,CERTIFIED,Technical,Y,92019,2011, WEST
717,CERTIFIED,Technical,Y,84302,2011, WEST
718,CERTIFIED,Technical,Y,52000,2011, WEST
719,CERTIFIED,Technical,Y,54683,2011, SOUTH
720,CERTIFIED,Technical,Y,44616,2011, NORTH EAST
721,CERTIFIED,Technical,Y,60861,2011, NORTH EAST
722,CERTIFIED,Technical,Y,94432,2011, WEST
723,CERTIFIED,Technical,Y,47091,2011, WEST
724,DENIED,Technical,Y,40373,2011, SOUTH
725,CERTIFIED,Technical,Y,57221,2011,SOUTH
726,CERTIFIED,Technical,Y,128814,2011, WEST
727,CERTIFIED,Technical,Y,47620,2011, WEST
728,DENIED,Technical,Y,66851,2011, SOUTH
729,CERTIFIED,Technical,Y,158413,2011, MID WEST
730,CERTIFIED,Technical,Y,55619,2011, WEST
731,CERTIFIED,Technical,Y,41517,2011, MID WEST
732,CERTIFIED,Technical,Y,67621,2011, NORTH EAST
733,CERTIFIED,Technical,Y,60674,2011, SOUTH
734,CERTIFIED,Technical,Y,42640,2011, WEST
735,CERTIFIED,Technical,Y,49046,2011, WEST
736,CERTIFIED,Technical,Y,58240,2011, WEST
737,CERTIFIED,Technical,Y,39395,2011, WEST
738,CERTIFIED,Technical,Y,51854,2011, SOUTH
739,CERTIFIED,Technical,Y,61963,2011, WEST
740,CERTIFIED,Technical,Y,90314,2011, WEST
741,DENIED,Technical,Y,62629,2011, SOUTH
742,CERTIFIED,Technical,Y,92019,2011, WEST
743,CERTIFIED,Technical,Y,79102,2011, WEST
744,CERTIFIED,Technical,Y,42078,2011, SOUTH
745,CERTIFIED,Technical,Y,90376,2011, MID WEST
746,CERTIFIED,Technical,Y,96179,2011, WEST
747,DENIED,Technical,Y,40726,2011, NORTH EAST
748,CERTIFIED,Technical,Y,90189,2011, SOUTH
749,CERTIFIED,Technical,Y,32360,2011, WEST
750,CERTIFIED,Technical,Y,62566,2011, NORTH EAST
751,CERTIFIED,Technical,Y,66477,2011, SOUTH
752,CERTIFIED,Technical,Y,67413,2011, SOUTH
753,CERTIFIED,Technical,Y,53706,2011, SOUTH
754,CERTIFIED,Technical,Y,47258,2011, MID WEST
755,CERTIFIED,Technical,Y,114816,2011, WEST
756,CERTIFIED,Technical,Y,99403,2011, WEST
757,CERTIFIED,Technical,Y,45510,2011, MID WEST
758,CERTIFIED,Technical,Y,113443,2011, WEST
759,CERTIFIED,Technical,Y,43326,2011, SOUTH
760,DENIED,Technical,Y,58490,2011, NORTH EAST
761,CERTIFIED,Technical,Y,57179,2011, NORTH EAST
762,CERTIFIED,Technical,Y,47632,2011, WEST
763,CERTIFIED,Technical,Y,51979,2011, SOUTH
764,CERTIFIED,Technical,Y,103709,2011, WEST
765,CERTIFIED,Technical,Y,43826,2011,SOUTH
766,CERTIFIED,Technical,Y,105456,2011, NORTH EAST
767,CERTIFIED,Technical,Y,235000,2011, WEST
768,CERTIFIED,Technical,N,53206.4,2011, NORTH EAST
769,CERTIFIED,Technical,Y,166400,2011, WEST
770,CERTIFIED,Technical,Y,33110,2011, WEST
771,DENIED,Technical,Y,336213,2011,SOUTH
772,CERTIFIED,Technical,Y,65541,2011, WEST
773,DENIED,Technical,Y,62878.4,2011, SOUTH
774,CERTIFIED,Technical,Y,58780.8,2011, WEST
775,CERTIFIED,Technical,Y,79934.4,2011, WEST
776,CERTIFIED,Technical,Y,83845,2011, NORTH EAST
777,CERTIFIED,Technical,Y,63877,2011, SOUTH
778,CERTIFIED,Technical,Y,86299,2011, WEST
779,CERTIFIED,Technical,Y,53082,2011, WEST
780,CERTIFIED,Technical,Y,58053,2011, NORTH EAST
781,CERTIFIED,Technical,Y,72405,2011, NORTH EAST
782,CERTIFIED,Technical,Y,48755,2011, MID WEST
783,CERTIFIED,Technical,Y,50960,2011, SOUTH
784,CERTIFIED,Technical,Y,50960,2011, SOUTH
785,DENIED,Technical,Y,92248,2011, WEST
786,CERTIFIED,Technical,N,33321.6,2011, WEST
787,CERTIFIED,Technical,Y,50960,2011, SOUTH
788,CERTIFIED,Technical,Y,50960,2011, SOUTH
789,CERTIFIED,Technical,Y,33093,2011, WEST
790,CERTIFIED,Technical,Y,67621,2011, WEST
791,CERTIFIED,Technical,Y,50960,2011, SOUTH
792,CERTIFIED,Technical,Y,58053,2011, NORTH EAST
793,CERTIFIED,Technical,Y,98654,2011, WEST
794,CERTIFIED,Technical,Y,66200,2011, SOUTH
795,CERTIFIED,Technical,Y,58053,2011, NORTH EAST
796,CERTIFIED,Technical,Y,58053,2011, NORTH EAST
797,CERTIFIED,Technical,Y,48360,2011, WEST
798,CERTIFIED,Technical,Y,58053,2011, NORTH EAST
799,CERTIFIED,Technical,Y,58053,2011, NORTH EAST
800,CERTIFIED,Technical,Y,53730,2011, WEST
801,CERTIFIED,Technical,N,47382.4,2011, WEST
802,CERTIFIED,Technical,Y,75858,2011, WEST
803,CERTIFIED,Technical,N,36150.4,2011, WEST
804,CERTIFIED,Technical,Y,84406,2011, WEST
805,CERTIFIED,Technical,Y,33810,2011, WEST
806,CERTIFIED,Technical,Y,55245,2011, NORTH EAST
807,CERTIFIED,Technical,Y,61526,2011, NORTH EAST
808,CERTIFIED,Technical,Y,55245,2011, NORTH EAST
809,CERTIFIED,Technical,Y,62026,2011, SOUTH
810,CERTIFIED,Technical,Y,55619.2,2011, WEST
811,CERTIFIED,Technical,Y,54725,2011, WEST
812,CERTIFIED,Technical,Y,56202,2011, WEST
813,CERTIFIED,Technical,Y,60653,2011, SOUTH
814,CERTIFIED,Technical,Y,60174,2011, SOUTH
815,DENIED,Technical,Y,84843,2011, WEST
816,CERTIFIED,Technical,Y,73507,2011,SOUTH
817,CERTIFIED,Technical,Y,99653,2011, WEST
818,CERTIFIED,Technical,Y,41330,2011, NORTH EAST
819,DENIED,Technical,Y,36800,2011, SOUTH
820,CERTIFIED,Technical,Y,66892.8,2011, MID WEST
821,CERTIFIED,Technical,Y,76918,2011, WEST
822,CERTIFIED,Technical,Y,41330,2011, NORTH EAST
823,CERTIFIED,Technical,Y,52478,2011, NORTH EAST
824,CERTIFIED,Technical,Y,61963,2011, WEST
825,CERTIFIED,Technical,Y,50502,2011, SOUTH
826,CERTIFIED,Technical,Y,56534,2011, MID WEST
827,CERTIFIED,Technical,Y,61526,2011, NORTH EAST
828,CERTIFIED,Technical,Y,42864,2011, WEST
829,CERTIFIED,Technical,Y,61963,2011, WEST
830,CERTIFIED,Technical,Y,58906,2011, NORTH EAST
831,CERTIFIED,Technical,Y,60778,2011, SOUTH
832,CERTIFIED,Technical,Y,55619,2011, WEST
833,CERTIFIED,Technical,Y,67226,2011, NORTH EAST
834,DENIED,Technical,Y,63460.8,2011, MID WEST
835,CERTIFIED,Technical,Y,70034,2011, NORTH EAST
836,CERTIFIED,Technical,Y,28080,2011, WEST
837,CERTIFIED,Technical,Y,39062.4,2011, SOUTH
838,DENIED,Technical,Y,87547,2011, SOUTH
839,CERTIFIED,Technical,Y,64064,2011, SOUTH
840,CERTIFIED,Technical,Y,54766,2011, SOUTH
841,CERTIFIED,Technical,Y,31824,2011, SOUTH
842,CERTIFIED,Technical,Y,83949,2011, SOUTH
843,CERTIFIED,Technical,Y,74422,2011, NORTH EAST
844,CERTIFIED,Technical,Y,58594,2011, WEST
845,CERTIFIED,Technical,Y,69472,2011, SOUTH
846,DENIED,Technical,Y,39478.4,2011, NA
847,DENIED,Technical,N,26083.2,2011, NORTH EAST
848,CERTIFIED,Technical,N,47008,2011, SOUTH
849,CERTIFIED,Technical,Y,43347,2011, NORTH EAST
850,CERTIFIED,Technical,Y,60964.8,2011, SOUTH
851,DENIED,Technical,N,95846.4,2011, NORTH EAST
852,DENIED,Non-Technical,Y,70346,2011, SOUTH
853,DENIED,Technical,Y,22172.8,2011, NA
854,DENIED,Technical,Y,43576,2011, MID WEST
855,DENIED,Technical,Y,90378080,2011, SOUTH
856,DENIED,Technical,N,44324.8,2011, NORTH EAST
857,DENIED,Technical,Y,164229,2011, WEST
858,DENIED,Technical,Y,54080,2011, SOUTH
859,DENIED,Technical,Y,130000.8,2011, NORTH EAST
860,DENIED,Technical,Y,38709,2011, MID WEST
861,DENIED,Technical,Y,46946,2011, NORTH EAST
862,DENIED,Technical,Y,29910,2011,SOUTH
863,DENIED,Technical,Y,58531,2011, NORTH EAST
864,DENIED,Technical,Y,68349,2011, WEST
865,DENIED,Technical,Y,52478,2011, NORTH EAST
866,DENIED,Technical,Y,48090,2011, NORTH EAST
867,DENIED,Technical,Y,73507,2011,SOUTH
868,DENIED,Technical,Y,91749,2011, SOUTH
869,DENIED,Non-Technical,Y,47653,2011, WEST
870,DENIED,Technical,Y,73174,2011, NORTH EAST
871,DENIED,Technical,N,54121.6,2011, NORTH EAST
872,DENIED,Technical,Y,63107,2011, WEST
873,DENIED,Non-Technical,Y,226325,2011, SOUTH
874,DENIED,Technical,Y,64792,2011,SOUTH
875,DENIED,Technical,Y,94198,2011, WEST
876,DENIED,Technical,N,59737.6,2011, WEST
877,DENIED,Technical,Y,24856,2011, SOUTH
878,DENIED,Technical,Y,33134,2011, MID WEST
879,DENIED,Technical,Y,43368,2011, WEST
880,DENIED,Technical,Y,46488,2011, SOUTH
881,DENIED,Technical,Y,56493,2011, MID WEST
882,DENIED,Technical,Y,79206,2011, SOUTH
883,DENIED,Technical,Y,38496,2011, WEST
884,DENIED,Technical,Y,39832,2011, SOUTH
885,DENIED,Technical,Y,50357,2011, WEST
886,DENIED,Technical,Y,46738,2011, SOUTH
887,DENIED,Technical,Y,45760,2011, MID WEST
888,DENIED,Technical,Y,54080,2011, SOUTH
889,DENIED,Technical,Y,55141,2011, MID WEST
890,DENIED,Technical,Y,69368,2011, NORTH EAST
891,CERTIFIED,Technical,Y,54912,2012, WEST
892,CERTIFIED,Technical,Y,40470,2012, SOUTH
893,CERTIFIED,Technical,Y,79102,2012, WEST
894,CERTIFIED,Technical,Y,42640,2012, NORTH EAST
895,CERTIFIED,Technical,Y,73154,2012, NORTH EAST
896,CERTIFIED,Technical,Y,46342,2012, NORTH EAST
897,CERTIFIED,Technical,Y,62275,2012, WEST
898,CERTIFIED,Technical,Y,81286,2012, WEST
899,CERTIFIED,Technical,Y,67621,2012, NORTH EAST
900,CERTIFIED,Technical,Y,168418,2012, NORTH EAST
901,CERTIFIED,Technical,Y,42078,2012, SOUTH
902,CERTIFIED,Technical,Y,58906,2012, NORTH EAST
903,CERTIFIED,Technical,Y,85530,2012, NORTH EAST
904,CERTIFIED,Technical,Y,61506,2012, WEST
905,CERTIFIED,Technical,Y,90300,2012, NORTH EAST
906,CERTIFIED,Technical,Y,54563,2012, NORTH EAST
907,CERTIFIED,Technical,Y,67412.8,2012, SOUTH
908,CERTIFIED,Technical,Y,82638,2012, SOUTH
909,CERTIFIED,Technical,Y,55910,2012, SOUTH
910,CERTIFIED,Technical,Y,54080,2012, SOUTH
911,CERTIFIED,Technical,Y,64438,2012, SOUTH
912,CERTIFIED,Technical,Y,60882,2012, MID WEST
913,CERTIFIED,Technical,Y,61027,2012, SOUTH
914,CERTIFIED,Technical,N,44616,2012, NORTH EAST
915,CERTIFIED,Technical,Y,49358,2012, SOUTH
916,CERTIFIED,Technical,Y,53498,2012, MID WEST
917,CERTIFIED,Technical,Y,56326,2012, SOUTH
918,CERTIFIED,Technical,Y,60174,2012, SOUTH
919,CERTIFIED,Technical,Y,56950,2012, NORTH EAST
920,CERTIFIED,Technical,Y,43701,2012, MID WEST
921,CERTIFIED,Technical,Y,74422,2012, NORTH EAST
922,CERTIFIED,Technical,Y,49109,2012, NORTH EAST
923,CERTIFIED,Technical,Y,43846,2012, SOUTH
924,CERTIFIED,Technical,Y,76315,2012, NORTH EAST
925,CERTIFIED,Technical,Y,78811,2012, WEST
926,CERTIFIED,Technical,Y,92726,2012, MID WEST
927,CERTIFIED,Technical,Y,48734.4,2012, MID WEST
928,CERTIFIED,Technical,Y,47258,2012, MID WEST
929,CERTIFIED,Technical,Y,63024,2012, MID WEST
930,CERTIFIED,Technical,Y,47466,2012, NORTH EAST
931,CERTIFIED,Technical,Y,55162,2012, WEST
932,CERTIFIED,Technical,Y,61568,2012, MID WEST
933,CERTIFIED,Technical,Y,56810,2012, SOUTH
934,CERTIFIED,Technical,Y,80454,2012, MID WEST
935,CERTIFIED,Technical,Y,51709,2012, NORTH EAST
936,CERTIFIED,Technical,Y,47130,2012, NORTH EAST
937,CERTIFIED,Technical,Y,52478,2012, NORTH EAST
938,CERTIFIED,Technical,Y,55245,2012, NORTH EAST
939,CERTIFIED,Technical,Y,79206,2012, SOUTH
940,CERTIFIED,Technical,Y,54080,2012, SOUTH
941,CERTIFIED,Technical,Y,41725,2012, WEST
942,CERTIFIED,Technical,Y,58053,2012, NORTH EAST
943,CERTIFIED,Technical,Y,93766,2012, WEST
944,CERTIFIED,Technical,Y,49650,2012, MID WEST
945,CERTIFIED,Technical,Y,49358.4,2012, SOUTH
946,CERTIFIED,Technical,Y,69014,2012, WEST
947,CERTIFIED,Technical,Y,44500,2012, MID WEST
948,CERTIFIED,Technical,Y,78894,2012, SOUTH
949,CERTIFIED,Technical,Y,62462,2012, SOUTH
950,CERTIFIED,Technical,Y,76523,2012, SOUTH
951,CERTIFIED,Technical,Y,54080,2012, SOUTH
952,CERTIFIED,Technical,Y,50835.2,2012, SOUTH
953,CERTIFIED,Technical,Y,69389,2012, WEST
954,CERTIFIED,Technical,Y,69014,2012, SOUTH
955,CERTIFIED,Technical,Y,57158,2012, WEST
956,CERTIFIED,Technical,Y,38293,2012,SOUTH
957,CERTIFIED,Technical,N,62275.2,2012, MID WEST
958,CERTIFIED,Technical,Y,57096,2012, WEST
959,CERTIFIED,Technical,Y,47258,2012, MID WEST
960,CERTIFIED,Technical,Y,56160,2012, MID WEST
961,CERTIFIED,Technical,Y,138861,2012, NORTH EAST
962,CERTIFIED,Technical,Y,33592,2012, WEST
